"",0,1
0,"011210",1.0107265710830688
1,"004370",1.0070419311523438
2,"285130",1.0049115419387817
3,"000270",1.0044434070587158
4,"204320",1.0037624835968018
5,"402340",1.0030031204223633
6,"086790",1.0020005702972412
7,"000810",1.0017790794372559
8,"138040",1.0017083883285522
9,"011780",1.001681923866272
10,"005830",1.0015671253204346
11,"001450",1.0015298128128052
12,"002380",1.0006449222564697
13,"007070",1.0002295970916748
14,"011200",1.0001791715621948
15,"009240",1.0001331567764282
16,"039130",0.9992611408233643
17,"120110",0.9962723851203918
